,OverallPoF
2503,0
1792,0
6086,1
7853,1
4631,0
3372,0
7145,1
647,0
3196,0
6114,1
1943,0
5732,1
2631,0
6980,1
8275,1
4177,0
9722,1
9010,1
7279,1
8473,1
4656,0
2758,0
3485,0
9865,1
3606,0
1536,0
432,0
1545,0
4761,0
8633,1
1362,0
5914,1
75,0
6315,1
9844,1
6021,1
2929,0
3694,0
8868,1
3505,0
3830,0
27,0
5107,1
933,0
6498,1
9634,1
1713,0
8606,1
8668,1
2981,0
3866,0
2531,0
5760,1
6440,1
3068,0
9566,1
1073,0
1455,0
6168,1
9086,1
8358,1
7865,1
2746,0
2613,0
6023,1
2844,0
5289,1
6474,1
953,0
1100,0
3640,0
824,0
6137,1
5996,1
888,0
6226,1
2457,0
4176,0
5482,1
3358,0
8009,1
3269,0
9974,1
6636,1
6691,1
6624,1
426,0
6179,1
8148,1
755,0
6964,1
8312,1
8775,1
5148,1
7912,1
65,0
9055,1
2880,0
7140,1
2219,0
4746,0
510,0
2048,0
4672,0
7768,1
6204,1
2487,0
6092,1
1010,0
2142,0
1748,0
3662,0
8745,1
3763,0
1009,0
9182,1
5245,1
8388,1
8153,1
3394,0
5991,1
3014,0
3764,0
662,0
1639,0
3930,0
5121,1
751,0
5808,1
7704,1
1859,0
519,0
6682,1
5879,1
9474,1
6306,1
2354,0
4710,0
1698,0
9445,1
8639,1
6216,1
2550,0
5625,1
7664,1
1795,0
506,0
9611,1
8968,1
1252,0
3616,0
5812,1
9064,1
9440,1
4330,0
8023,1
3874,0
3923,0
3676,0
9253,1
2867,0
7584,1
9162,1
2887,0
7567,1
2149,0
4650,0
3461,0
7615,1
3244,0
2660,0
6845,1
124,0
5360,1
6385,1
5645,1
4848,0
9425,1
6434,1
2712,0
7517,1
2682,0
7945,1
2458,0
1897,0
8337,1
1816,0
532,0
3500,0
2120,0
2897,0
8680,1
383,0
2152,0
1479,0
8170,1
5270,1
4780,0
1979,0
2904,0
1412,0
1304,0
922,0
2747,0
6649,1
2793,0
5292,1
5359,1
5093,1
4911,0
430,0
3701,0
2963,0
7746,1
9240,1
7825,1
1957,0
8203,1
863,0
5134,1
9922,1
5309,1
5614,1
8867,1
5665,1
5680,1
5451,1
1015,0
3784,0
8831,1
6662,1
5164,1
4595,0
153,1
2196,0
547,0
8675,1
1905,0
1532,0
1871,0
9884,1
2349,0
8258,1
8365,1
3625,0
4912,0
6604,1
1619,0
2806,0
7950,1
4594,0
118,0
5170,1
3539,0
4654,0
163,0
5290,1
8278,1
4281,0
1953,0
3546,0
719,0
6804,1
3555,0
4326,0
359,0
9341,1
6969,1
9327,1
1212,0
1174,0
4738,0
7647,1
9717,1
4811,0
568,0
8457,1
5449,1
3440,0
7689,1
2796,0
7418,1
7407,1
4951,0
3437,0
9053,1
6998,1
8645,1
2074,0
7013,1
9830,1
5779,1
957,0
4481,0
838,0
4159,0
249,0
5063,1
5240,1
2699,0
5761,1
5945,1
2415,0
8138,1
2129,0
1211,0
9255,1
2364,0
1453,0
9202,1
443,0
1032,0
6743,1
9750,1
3589,0
4775,0
9345,1
8715,1
2027,0
9780,1
5768,1
3666,0
189,1
8979,1
5217,1
2578,0
7117,1
6861,1
5639,1
3419,0
8637,1
19,0
3428,0
8913,1
4770,0
3711,0
9321,1
3542,0
8139,1
1718,0
9166,1
3028,0
9542,1
516,0
7161,1
7255,1
6375,1
5795,1
5774,1
8377,1
232,0
6374,1
6090,1
3180,0
6364,1
8577,1
6895,1
7983,1
211,0
8789,1
9925,1
8951,1
5638,1
784,0
5839,1
3978,0
418,0
971,0
323,0
7551,1
4289,0
4909,0
2798,0
8280,1
8503,1
8152,1
2284,0
1094,0
636,0
1305,0
7512,1
9218,1
7350,1
2372,0
380,0
8504,1
1674,0
286,0
365,0
681,0
8255,1
7603,1
4585,0
5439,1
6572,1
8829,1
4340,0
6685,1
2363,0
2453,0
1964,0
3411,0
9189,1
3946,0
4291,0
2657,0
2673,0
4154,0
2518,0
7087,1
3526,0
6264,1
3232,0
513,0
7030,1
673,0
5508,1
7415,1
7796,1
2732,0
8187,1
6540,1
6387,1
9391,1
7070,1
8355,1
5178,1
7021,1
5099,1
7614,1
1904,0
9396,1
3797,0
5866,1
2762,0
696,0
7760,1
223,1
2293,0
5692,1
5355,1
6737,1
1959,0
4531,0
1065,0
3782,0
7270,1
1903,0
4569,0
3997,0
9178,1
6597,1
270,0
2483,0
1719,0
7478,1
520,0
3773,0
8161,1
2797,0
8145,1
3426,0
341,0
8612,1
7532,1
5165,1
6652,1
2239,0
1812,0
5599,1
9497,1
440,0
3283,0
4209,0
3652,0
4460,0
3522,0
5731,1
616,0
5865,1
2653,0
9630,1
69,0
1181,0
9882,1
3125,0
2943,0
4930,0
4064,0
4396,0
8089,1
8331,1
4372,0
2281,0
1486,0
6039,1
5045,1
5630,1
5522,1
2008,0
635,0
4478,0
7658,1
2781,0
9905,1
9051,1
3324,0
8820,1
772,0
4842,0
8749,1
1477,0
7691,1
1621,0
7811,1
3979,0
1351,0
3298,0
6740,1
8427,1
8051,1
2913,0
605,0
3169,0
4096,0
5456,1
4688,0
2760,0
3039,0
4782,0
8025,1
4756,0
7521,1
9629,1
6321,1
8081,1
5489,1
6205,1
9610,1
2390,0
7081,1
5551,1
8221,1
5243,1
7293,1
6496,1
8140,1
2383,0
8863,1
4172,0
3615,0
6677,1
2640,0
92,0
8403,1
1612,0
5230,1
4964,0
8317,1
6611,1
7587,1
1875,0
2292,0
7539,1
3828,0
980,0
5686,1
3376,0
7049,1
2398,0
669,0
9792,1
9526,1
3657,0
8750,1
8478,1
6091,1
2736,0
6547,1
7849,1
2689,0
900,0
1610,0
9118,1
4750,0
2210,0
2694,0
8098,1
6873,1
3264,0
3418,0
3722,0
5460,1
291,0
567,0
9150,1
9755,1
2515,0
2934,0
2693,0
7313,1
7646,1
3299,0
8850,1
9437,1
920,0
7869,1
8208,1
9937,1
4817,0
180,0
4243,0
6528,1
893,0
584,0
6414,1
478,0
549,0
120,0
1470,0
7005,1
5579,1
3683,0
3832,0
5470,1
2909,0
7344,1
3514,0
6891,1
9781,1
2198,0
2812,0
9328,1
2854,0
9129,1
8205,1
1788,0
9674,1
6276,1
6835,1
5183,1
3235,0
3162,0
2879,0
4804,0
2037,0
205,1
160,0
9066,1
127,1
6644,1
5932,1
1690,0
6820,1
3350,0
6771,1
9538,1
4735,0
5516,1
7476,1
6808,1
8690,1
8229,1
2094,0
6380,1
6165,1
7954,1
9139,1
5419,1
7640,1
3193,0
2043,0
8135,1
9563,1
9532,1
6854,1
2711,0
2869,0
258,0
9007,1
5296,1
1099,0
6781,1
6136,1
2956,0
2257,0
8822,1
1927,0
7852,1
9281,1
7287,1
2598,0
7275,1
4376,0
4266,0
2344,0
1729,0
2202,0
2562,0
7754,1
576,0
4828,0
3448,0
9764,1
2236,0
4139,0
5204,1
6488,1
7600,1
8171,1
230,1
2380,0
9719,1
63,0
98,0
8851,1
5001,0
9841,1
474,0
789,0
347,0
1535,0
2773,0
4384,0
17,0
6485,1
6074,1
5173,1
3233,0
6087,1
7259,1
5754,1
3458,0
4720,0
970,0
6829,1
9256,1
8847,1
4093,0
2882,0
2933,0
4515,0
9343,1
481,0
3088,0
8874,1
6507,1
720,0
9237,1
5284,1
2385,0
9752,1
56,0
5018,0
5571,1
5420,1
2921,0
864,0
4283,0
4970,0
6863,1
9274,1
3887,0
4539,0
3199,0
8663,1
3179,0
6754,1
8144,1
446,0
6768,1
3741,0
504,0
7400,1
6210,1
9864,1
5607,1
9873,1
6176,1
5662,1
534,0
2875,0
5000,0
9667,1
9893,1
3011,0
1598,0
8374,1
1585,0
6184,1
3197,0
7786,1
942,0
1098,0
6945,1
167,0
1116,0
5709,1
2096,0
540,0
3778,0
8560,1
110,0
4846,0
8029,1
8849,1
8489,1
1492,0
4232,0
3176,0
2885,0
6847,1
8682,1
1107,0
3762,0
8698,1
3099,0
3582,0
2695,0
3107,0
993,0
9320,1
5103,1
3747,0
5936,1
3770,0
8799,1
3599,0
3331,0
3201,0
6714,1
9172,1
7888,1
5057,1
4253,0
6084,1
1357,0
7046,1
3655,0
7878,1
7108,1
4129,0
607,0
9836,1
1685,0
6482,1
4571,0
885,0
116,0
8039,1
4505,0
5261,1
4479,0
1882,0
108,0
6323,1
6684,1
4935,0
1675,0
5903,1
4565,0
5769,1
6361,1
2843,0
2308,0
6389,1
4763,0
1320,0
2901,0
5488,1
7586,1
2615,0
4275,0
5108,1
7705,1
8576,1
4868,0
2756,0
1695,0
3806,0
1799,0
8877,1
6040,1
3252,0
228,0
6138,1
7776,1
9839,1
8019,1
3934,0
7500,1
1269,0
9324,1
4834,0
1682,0
9110,1
5404,1
2448,0
9353,1
6506,1
4448,0
8966,1
40,0
2704,0
2730,0
5376,1
7300,1
1537,0
3713,0
2052,0
3005,0
5167,1
1720,0
7110,1
4657,0
1520,0
1395,0
9944,1
3596,0
3954,0
8845,1
4135,0
9796,1
4695,0
9769,1
8412,1
4822,0
6526,1
9740,1
8597,1
3032,0
2520,0
5575,1
8217,1
7772,1
8954,1
5403,1
617,0
5772,1
4217,0
4983,0
6149,1
8313,1
9371,1
9952,1
9093,1
6941,1
9592,1
1658,0
8880,1
6983,1
3878,0
6254,1
7327,1
9763,1
6253,1
6456,1
406,0
2447,0
6233,1
4074,0
3429,0
2883,0
7218,1
7425,1
726,0
2340,0
2989,0
6097,1
5766,1
620,0
8759,1
6022,1
3091,0
24,0
9333,1
1846,0
5714,1
5026,0
4469,0
6320,1
1999,0
638,0
4282,0
723,0
2639,0
9672,1
5767,1
9575,1
5382,1
8487,1
229,1
6469,1
1287,0
3922,0
9338,1
2999,0
7482,1
9087,1
9523,1
539,0
7890,1
5583,1
3245,0
176,0
7470,1
9921,1
2509,0
1771,0
8257,1
9963,1
7379,1
593,0
355,0
7126,1
9463,1
5182,1
4769,0
9432,1
9031,1
1503,0
397,0
1475,0
5236,1
8779,1
1125,0
2440,0
4819,0
657,0
2086,0
1699,0
3289,0
23,0
9890,1
7987,1
5622,1
6577,1
6221,1
4620,0
3092,0
5414,1
4731,0
5030,0
9754,1
3292,0
2764,0
6813,1
4107,0
6520,1
1538,0
315,0
4005,0
4914,0
3074,0
2782,0
4328,0
5987,1
7619,1
4063,0
7496,1
8525,1
2940,0
9567,1
3478,0
8908,1
8250,1
6747,1
5726,1
8819,1
6531,1
8453,1
3238,0
8751,1
2460,0
7181,1
9017,1
7082,1
545,0
5667,1
414,0
7006,1
1659,0
9214,1
4997,0
9096,1
3691,0
4545,0
1893,0
6063,1
7848,1
612,0
1321,0
8333,1
5734,1
2156,0
3356,0
7285,1
3673,0
764,0
4790,0
8046,1
8614,1
7441,1
9939,1
4578,0
8674,1
4757,0
7668,1
9124,1
3824,0
8502,1
306,0
7793,1
4140,0
6422,1
5476,1
4213,0
7175,1
6167,1
220,0
1844,0
6129,1
8198,1
6581,1
9159,1
5578,1
3466,0
2683,0
1471,0
3096,0
5142,1
917,0
8650,1
6056,1
2681,0
4111,0
9664,1
502,0
9435,1
1860,0
8167,1
2199,0
9388,1
5068,1
3031,0
52,0
486,0
9460,1
9433,1
3499,0
9366,1
5679,1
6150,1
6427,1
857,0
6589,1
1756,0
5149,1
1864,0
5118,1
7365,1
1123,0
9775,1
416,0
9360,1
7710,1
5775,1
5958,1
9021,1
2366,0
3840,0
7733,1
1223,0
5395,1
234,0
1464,0
5586,1
6978,1
3570,0
7438,1
4226,0
1874,0
297,0
8241,1
9400,1
1760,0
7715,1
2087,0
4844,0
6386,1
3852,0
2607,0
9553,1
2462,0
4816,0
2420,0
7355,1
5897,1
7378,1
4132,0
3842,0
2003,0
5509,1
7939,1
1082,0
6715,1
91,0
488,0
1777,0
8720,1
8329,1
8634,1
8894,1
3921,0
2122,0
7154,1
4697,0
4059,0
2431,0
9646,1
8052,1
4329,0
1461,0
123,0
3412,0
3809,0
1531,0
5497,1
9694,1
4971,0
1768,0
9635,1
1411,0
7916,1
3507,0
1919,0
6109,1
6490,1
3692,0
6513,1
518,0
7345,1
9101,1
2091,0
4723,0
7684,1
465,0
2655,0
204,0
800,0
3893,0
1423,0
3491,0
8704,1
1692,0
3790,0
7866,1
9179,1
480,0
233,0
880,0
5017,0
9358,1
1966,0
7729,1
7238,1
8843,1
7665,1
2140,0
745,0
7513,1
9251,1
9878,1
7123,1
5658,1
182,1
4661,0
706,0
9947,1
4091,0
6230,1
5267,1
7841,1
9226,1
7012,1
7531,1
6202,1
3009,0
6569,1
9008,1
6272,1
710,0
649,0
6052,1
6672,1
7718,1
7217,1
5374,1
7092,1
6777,1
9230,1
4388,0
2939,0
3335,0
5647,1
8065,1
2401,0
7130,1
7895,1
5428,1
389,0
4592,0
9559,1
7122,1
8643,1
3063,0
1577,0
3545,0
1202,0
9506,1
8770,1
4467,0
5691,1
4548,0
8441,1
3792,0
7814,1
2982,0
43,0
7602,1
8920,1
4267,0
3586,0
3402,0
6587,1
3226,0
3469,0
3658,0
3547,0
2903,0
3559,0
3799,0
2945,0
2512,0
5496,1
1267,0
8696,1
6903,1
6355,1
4699,0
1138,0
8895,1
3779,0
3754,0
7276,1
6034,1
9000,1
884,0
9638,1
7167,1
9011,1
610,0
449,0
7272,1
7970,1
6096,1
8136,1
856,0
7383,1
6019,1
2565,0
5180,1
2708,0
8549,1
5239,1
7397,1
7221,1
5924,1
1576,0
3255,0
8616,1
5880,1
3999,0
6990,1
1019,0
3307,0
9554,1
4147,0
6840,1
9207,1
1930,0
9410,1
1408,0
3341,0
508,0
1664,0
6882,1
464,0
9540,1
9804,1
9957,1
1624,0
4017,0
4622,0
2819,0
386,0
79,0
2329,0
6468,1
5985,1
1233,0
4157,0
8310,1
4205,0
7449,1
8483,1
8846,1
8900,1
8953,1
2727,0
6669,1
501,0
7432,1
7151,1
9968,1
2339,0
1112,0
3484,0
9406,1
6927,1
2381,0
4374,0
5324,1
9310,1
2700,0
4961,0
1176,0
7913,1
9984,1
8341,1
8361,1
4960,0
2902,0
5098,1
2991,0
6433,1
9848,1
1007,0
9187,1
3347,0
3883,0
1265,0
9640,1
1490,0
5,0
5226,1
989,0
3532,0
3758,0
9503,1
9546,1
3518,0
1393,0
5010,0
7127,1
8864,1
1805,0
6246,1
7189,1
4404,0
6479,1
9307,1
3984,0
2331,0
4944,0
1480,0
5314,1
9289,1
3450,0
9213,1
6382,1
6348,1
3944,0
2404,0
2410,0
3359,0
1322,0
5458,1
9799,1
9016,1
3690,0
592,0
7699,1
6591,1
955,0
9015,1
1924,0
7079,1
9940,1
1024,0
2847,0
2240,0
606,0
3182,0
3071,0
5083,1
1589,0
246,0
7339,1
3912,0
8040,1
8060,1
9036,1
4520,0
8240,1
2508,0
404,0
4062,0
3168,0
8393,1
8519,1
3338,0
9557,1
8090,1
2566,0
7064,1
6571,1
2573,0
986,0
5160,1
6668,1
975,0
8448,1
9897,1
8993,1
8714,1
47,0
7834,1
466,0
4813,0
1311,0
7299,1
5155,1
4040,0
4587,0
9994,1
1550,0
5394,1
336,0
3253,0
4851,0
5286,1
5518,1
6270,1
3200,0
1191,0
9941,1
848,0
1158,0
3127,0
7312,1
3973,0
331,0
7373,1
6070,1
4615,0
8804,1
5153,1
256,0
8832,1
5137,1
3659,0
3651,0
6117,1
9238,1
5012,0
3700,0
7184,1
9186,1
8899,1
7071,1
9613,1
4907,0
348,0
5384,1
50,0
1865,0
5078,1
8018,1
717,0
7562,1
7516,1
9738,1
2070,0
35,0
7094,1
9349,1
9730,1
1990,0
242,0
4249,0
6509,1
3286,0
7765,1
3871,0
9712,1
2022,0
2126,0
7333,1
812,0
9961,1
2388,0
8871,1
9771,1
8290,1
7616,1
1496,0
4357,0
5889,1
517,0
8610,1
1036,0
3343,0
8506,1
766,0
1385,0
1608,0
2925,0
3282,0
4043,0
833,0
6944,1
3550,0
6255,1
2034,0
8600,1
8192,1
3777,0
1301,0
373,0
7119,1
1161,0
158,0
3746,0
2789,0
3513,0
5948,1
527,0
4988,0
5247,1
3103,0
3212,0
5668,1
4106,0
9126,1
6841,1
6966,1
5502,1
1558,0
7401,1
6025,1
3791,0
7758,1
844,0
8260,1
8915,1
8239,1
7547,1
9805,1
6932,1
2352,0
8107,1
6279,1
4472,0
3502,0
4447,0
9632,1
4582,0
8159,1
3195,0
860,0
9597,1
4230,0
1743,0
4252,0
2992,0
5073,1
6666,1
8059,1
3113,0
3383,0
305,0
7465,1
5569,1
7302,1
5820,1
499,0
5838,1
590,0
8824,1
6172,1
7179,1
1501,0
6818,1
8006,1
4278,0
7430,1
5091,1
4398,0
8444,1
5326,1
2937,0
7836,1
7095,1
4890,0
8376,1
9826,1
9379,1
8505,1
1164,0
7642,1
1666,0
2816,0
7597,1
3742,0
2379,0
572,0
8157,1
412,0
8631,1
4322,0
9335,1
9539,1
4131,0
935,0
9142,1
9520,1
9529,1
9483,1
4633,0
2610,0
765,0
7351,1
9409,1
7578,1
5475,1
2194,0
6140,1
8079,1
4212,0
9706,1
5110,1
7922,1
2899,0
3305,0
7195,1
4155,0
4645,0
934,0
7138,1
4271,0
6639,1
9089,1
6898,1
1512,0
7466,1
9069,1
8011,1
2114,0
2988,0
6843,1
2151,0
5042,1
2229,0
7212,1
6240,1
3059,0
3352,0
3454,0
952,0
7721,1
7463,1
554,0
4332,0
8521,1
1192,0
8100,1
4,0
1489,0
646,0
3237,0
2012,0
6294,1
4387,0
6810,1
625,0
2742,0
6563,1
9111,1
950,0
8579,1
658,0
8188,1
4054,0
9959,1
5626,1
9639,1
5826,1
6300,1
1431,0
783,0
7149,1
5346,1
1752,0
3908,0
5718,1
7862,1
3019,0
2517,0
2646,0
7413,1
6642,1
8436,1
5120,1
2537,0
395,0
3265,0
344,0
707,0
2896,0
9422,1
8853,1
6449,1
2064,0
640,0
5227,1
1333,0
5133,1
7585,1
3230,0
4725,0
9838,1
209,0
2033,0
3624,0
4810,0
9935,1
6317,1
2272,0
6403,1
9651,1
2309,0
2023,0
3114,0
7989,1
9439,1
1314,0
5265,1
997,0
2315,0
9824,1
4434,0
3608,0
5391,1
6860,1
6530,1
173,0
4378,0
1093,0
6616,1
9861,1
8282,1
8588,1
3748,0
5506,1
5233,1
827,0
6342,1
2860,0
6543,1
7595,1
454,0
6305,1
4990,0
6277,1
4257,0
8989,1
424,0
8476,1
9426,1
3016,0
78,0
3685,0
7472,1
4680,0
8160,1
7998,1
5634,1
735,0
3565,0
3851,0
695,0
7134,1
787,0
819,0
4692,0
7655,1
9160,1
8311,1
7636,1
5318,1
3012,0
8368,1
3991,0
9784,1
7131,1
2794,0
3130,0
6170,1
5683,1
8301,1
8244,1
8950,1
51,0
5060,1
1949,0
9853,1
7375,1
2105,0
5327,1
1978,0
882,0
1513,0
9293,1
214,0
2042,0
6889,1
3087,0
3098,0
5707,1
6463,1
2580,0
1810,0
8678,1
4471,0
4418,0
7406,1
5423,1
8194,1
2039,0
7129,1
8699,1
5266,1
5803,1
8426,1
7160,1
2853,0
2687,0
1473,0
7843,1
2400,0
6678,1
6292,1
887,0
39,0
4825,0
6824,1
7429,1
2384,0
9296,1
9790,1
9552,1
7364,1
9325,1
7835,1
9949,1
7801,1
1021,0
4936,0
299,0
4077,0
2632,0
9499,1
8882,1
300,0
6830,1
6797,1
1152,0
5882,1
8746,1
8099,1
4736,0
7831,1
1226,0
1638,0
4747,0
3058,0
5398,1
2997,0
2774,0
7448,1
8288,1
8540,1
463,0
1725,0
9232,1
8888,1
3167,0
9997,1
7618,1
4712,0
3093,0
1818,0
1669,0
4338,0
5621,1
3405,0
6343,1
3718,0
9761,1
7741,1
9958,1
7612,1
9304,1
1308,0
8261,1
2670,0
5168,1
7978,1
2054,0
9912,1
3804,0
5842,1
5603,1
7499,1
548,0
4356,0
871,0
6185,1
4847,0
5870,1
6476,1
1018,0
7491,1
5043,1
4231,0
6930,1
7022,1
1317,0
3407,0
1196,0
1348,0
7822,1
2728,0
6558,1
9113,1
3730,0
7503,1
7377,1
6064,1
8279,1
8852,1
370,0
2688,0
9258,1
2676,0
5220,1
6026,1
1615,0
4287,0
8113,1
4171,0
7686,1
2731,0
4393,0
3416,0
5544,1
3594,0
1983,0
4832,0
3664,0
4724,0
3795,0
6970,1
5916,1
8470,1
5944,1
7771,1
2567,0
2575,0
6680,1
3643,0
5058,1
6268,1
2892,0
5878,1
1345,0
9287,1
4321,0
4350,0
4424,0
4290,0
1523,0
3992,0
1539,0
5092,1
8197,1
6043,1
3486,0
3636,0
9475,1
3366,0
1186,0
4465,0
3739,0
6060,1
6046,1
3610,0
6794,1
9689,1
4884,0
9137,1
5980,1
6362,1
7394,1
2468,0
3862,0
6853,1
7590,1
2300,0
36,0
3208,0
1991,0
5867,1
5116,1
4549,0
1041,0
6512,1
7102,1
2626,0
2739,0
762,0
9668,1
3119,0
1888,0
740,0
4211,0
8893,1
2948,0
129,0
8632,1
6410,1
1548,0
2490,0
399,0
224,0
6557,1
9531,1
742,0
2472,0
169,0
2252,0
1113,0
8176,1
1877,0
8887,1
5206,1
4917,0
7069,1
4629,0
1809,0
6548,1
5902,1
5587,1
2249,0
5589,1
2174,0
7944,1
1533,0
227,0
9932,1
150,1
3219,0
8652,1
4977,0
7150,1
1569,0
1463,0
3533,0
1681,0
1466,0
4475,0
641,0
7382,1
7661,1
8810,1
2216,0
8036,1
6667,1
5122,1
3316,0
3933,0
938,0
4978,0
2291,0
4302,0
8627,1
7804,1
5055,1
6018,1
4334,0
6108,1
3053,0
133,0
1929,0
255,0
2193,0
5003,0
9823,1
9917,1
8379,1
4644,0
8454,1
433,0
6971,1
3798,0
5917,1
329,0
9808,1
677,0
6283,1
5528,1
3313,0
6718,1
7253,1
9692,1
9580,1
509,0
2751,0
1469,0
1801,0
6183,1
1721,0
8174,1
1534,0
9434,1
5843,1
4183,0
6431,1
2557,0
5591,1
1973,0
586,0
4948,0
2488,0
6307,1
1701,0
9340,1
8073,1
2036,0
3211,0
7687,1
9733,1
4190,0
1790,0
3149,0
9585,1
9131,1
3813,0
6265,1
3067,0
6045,1
1198,0
3210,0
6839,1
4362,0
4993,0
5510,1
3420,0
555,0
3263,0
8589,1
6057,1
7316,1
2264,0
3540,0
5938,1
9934,1
6912,1
6494,1
1031,0
6189,1
4124,0
7928,1
1382,0
1765,0
5194,1
4623,0
1995,0
1677,0
5797,1
816,0
8586,1
6332,1
7508,1
4854,0
8028,1
6926,1
6799,1
7319,1
3270,0
2980,0
7529,1
4386,0
3745,0
4299,0
3036,0
1974,0
7208,1
4787,0
2099,0
4161,0
366,0
2491,0
6161,1
4927,0
3240,0
5034,0
9988,1
6429,1
7737,1
9028,1
9714,1
3291,0
6267,1
157,0
4532,0
8657,1
2028,0
5946,1
6017,1
7471,1
1779,0
4608,0
3002,0
891,0
6656,1
6182,1
7580,1
1324,0
7546,1
5835,1
2182,0
9787,1
5837,1
2426,0
3677,0
360,0
5690,1
5657,1
4195,0
5529,1
5196,1
7222,1
8108,1
4452,0
6976,1
9845,1
9003,1
7283,1
5358,1
4122,0
7858,1
6237,1
559,0
6883,1
2389,0
4036,0
8693,1
8571,1
1272,0
9519,1
1793,0
9103,1
9014,1
9623,1
8225,1
2785,0
8214,1
9300,1
90,0
9133,1
901,0
6080,1
1221,0
738,0
1564,0
5166,1
9369,1
429,0
8543,1
3205,0
8306,1
7301,1
9909,1
3462,0
2370,0
6775,1
5373,1
8924,1
7809,1
2861,0
2350,0
6659,1
8510,1
1140,0
5893,1
6519,1
5446,1
7789,1
8359,1
3826,0
2479,0
7246,1
8841,1
8930,1
6720,1
8186,1
2296,0
3084,0
9653,1
2369,0
5934,1
3050,0
1484,0
1623,0
8043,1
4778,0
822,0
6917,1
2528,0
1228,0
5558,1
8811,1
9326,1
4521,0
5964,1
6514,1
4092,0
7137,1
6833,1
1040,0
991,0
3536,0
7271,1
7747,1
5822,1
2589,0
3460,0
1337,0
6822,1
4204,0
9989,1
1133,0
7632,1
9465,1
149,1
351,0
3757,0
5274,1
5713,1
2234,0
3055,0
5364,1
6328,1
7859,1
4104,0
7458,1
7439,1
4963,0
311,0
6995,1
2522,0
7626,1
6353,1
8967,1
797,0
71,1
3838,0
631,0
4753,0
4045,0
1214,0
945,0
6250,1
7479,1
428,0
4126,0
8465,1
6457,1
5156,1
9402,1
6780,1
831,0
4765,0
5572,1
8653,1
2188,0
1958,0
3026,0
1556,0
9615,1
5899,1
6296,1
8179,1
6556,1
1773,0
3961,0
3580,0
3781,0
3726,0
2784,0
3379,0
5729,1
6145,1
3865,0
7262,1
7085,1
4381,0
6612,1
5479,1
3471,0
2223,0
6014,1
3706,0
3158,0
7308,1
6907,1
1134,0
5627,1
5279,1
1086,0
573,0
9309,1
7265,1
285,0
850,0
1892,0
9686,1
3410,0
7857,1
9793,1
2417,0
393,0
8876,1
5112,1
921,0
8826,1
6190,1
2996,0
7961,1
4559,0
9215,1
2954,0
9389,1
5293,1
1986,0
1915,0
1602,0
1618,0
490,0
7908,1
8404,1
3888,0
5989,1
3519,0
3897,0
4636,0
7038,1
3803,0
603,0
5362,1
2435,0
417,0
1075,0
3174,0
7660,1
489,0
810,0
632,0
7298,1
8307,1
2305,0
